"hmrc_code","measure","code_description"
"852380990","KG","Media, recorded, for reproducing sound or image, incl. matrices and masters for the production of discs (excl. for reproducing representations of instructions, data, sound, and image recorded in a machine-readable binary form, and capable of being manipul"
"852550000","KG","Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus"
"852560000","KG","Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus"
"852580110","KG","Television cameras, with 3 or more camera tubes"
"852580190","KG","Television cameras (excl. those with 3 or more camera tubes and video recorders)"
"852580300","KG","Digital cameras"
"852580910","KG","Video camera recorders only able to record sound and images taken by the television camera"
"852580990","KG","Video camera recorders able to record television programmes and sound and images taken by the television camera"
"852610000","KG","Radar apparatus"
"852691200","KG","Radio navigational receivers (excl. radar apparatus)"
"852691800","KG","Radio navigational aid apparatus (excl. receivers and radar apparatus)"
"852692000","KG","Radio remote control apparatus"
"852712100","KG","Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with an analogue and digital reading system, with built-in amplifier, without built-in loudspeakers, capable of being operated without an external source of power"
"852712900","KG","Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, without built-in loudspeakers, capable of being operated without an external source of power (excl. with analogue and digital reading system)"
"852713100","KG","Radio-broadcast receivers capable of operating without an external source of power, combined with sound-reproducing apparatus with laser reading system (excl. pocket-size radiocassette players)"
"852713910","KG","Cassette radios, capable of operating without an external source of power, combined with sound recording or reproducing apparatus, with an analogue and digital reading system (excl. pocket-size radiocassette players)"
"852872100","KG","Television projection equipment, colour, designed to incorporate a video display or screen"
"852872200","KG","Reception apparatus for television, colour, incorporating a video recorder or reproducer"
"852713990","KG","Radio-broadcast receivers capable of operating without an external source of power, combined with sound recording or reproducing apparatus (excl. pocket-size radiocassette players, with laser reading system and cassette decks with an analogue and digital "
"852719000","KG","Radio-broadcast receivers capable of operating without an external source of power, not combined with sound-reproducing apparatus"
"852721520","KG","Cassette-radio-broadcast receivers capable of receiving and decoding digital Radio Data System signals, of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparat"
"852721590","KG","Radio-broadcast receivers capable of receiving and decoding digital Radio Data System signals, of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus (excl."
"852721700","KG","Radio-broadcast receivers of a type used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating a laser reading system (excl. those capable of receiving and "
"852721920","KG","Cassette-radio-broadcast receivers of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating an analogue and digital reading system (excl. those "
"852721980","KG","Radio-broadcast receivers of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus (excl. sound-reproducing apparatus incorporating a laser reading system, th"
"852729000","KG","Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, not combined with sound recording or reproducing apparatus"
"852791110","KG","Cassette radios, only mains-operated, with, in the same housing, one or more loudspeakers, combined with sound recording or reproducing apparatus with an analogue and digital reading system"
"852791190","KG","Radio receivers, only mains-operated, with, in the same housing, one or more loudspeakers, combined with sound recording or reproducing apparatus (excl. cassette decks with an analogue and digital reading system)"
"852791350","KG","Radio-broadcast receivers, for mains operation only, without built-in loudspeaker, combined with sound-reproducing apparatus with laser reading system (excl. those of a kind used in motor vehicles)"
"852791910","KG","Cassette radios, only mains-operated, without built-in loudspeakers, combined with sound recording or reproducing apparatus with an analogue and digital reading system (excl. of a kind used in motor vehicles)"
"851290100","KG","Parts of electrical burglar alarms of a kind used for motor vehicles, n.e.s."
"852791990","KG","Radio receivers, only mains-operated, without built-in loudspeakers, combined with sound recording or reproducing apparatus (excl. with laser reading system, cassette decks with an analogue and digital reading system and equipment of a kind used in motor "
"852792100","KG","Alarm clock radios, for mains operation only, not combined with sound recording or reproducing apparatus"
"852792900","KG","Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing apparatus but combined with a clock (excl. those of a kind used in motor vehicles and alarm clock radios)"
"852799000","KG","Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing apparatus and not combined with a clock (excl. those of a kind used in motor vehicles)"
"852841000","KG","Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing machine of heading 8471"
"852849100","KG","Cathode-ray tube monitors, black and white or other monochrome, not incorporating television reception apparatus (excl. of a kind solely or principally used in an automatic data-processing machine of heading 8471)"
"852849800","KG","Cathode-ray tube monitors, colour, not incorporating television reception apparatus (excl. of a kind solely or principally used in an automatic data-processing system of heading 8471)"
"852851000","KG","Monitors of a kind solely or principally used in an automatic data-processing machine of heading 8471 (excl. with cathode ray tube)"
"852859100","KG","Monitors, black and white or other monochrome, not incorporating television reception apparatus (excl. wit..."
"852859200","KG","Monochrome flat panel displays, not incorporating television reception apparatus, able to display signals from automatic data-processing machines with an acceptable level of functionality (excl. those of a kind solely or principally used in an automatic d"
"852859310","KG","Colour LCD monitors, not incorporating television reception apparatus, able to display signals from automatic data-processing machines with an acceptable level of functionality (excl. those of a kind solely or principally used in an automatic data-process"
"852859400","KG","Monitors, colour, not incorporating television reception apparatus, with LCD screen (excl. those of a kind..."
"852859700","KG","Monitors, not incorporating television reception apparatus (excl. with cathode ray tube, and flat panel displays able to display signals from automatic data-processing machines with an acceptable level of functionality)"
"852859800","KG","Monitors, colour, not incorporating television reception apparatus (excl. with LCD screen or cathode ray t..."
"852861000","KG","Projectors of a kind solely or principally used in an automatic data-processing machine of heading 8471"
"852869100","KG","Projectors, operating by means of flat panel display [e.g. a liquid crystal device], capable of displaying digital information generated by an automatic data-processing machine"
"852869910","KG","Projectors, black and white or other monochrome, not incorporating television reception apparatus (excl. of a kind solely or principally used in an automatic data-processing machine of heading 8471 and those operating by means of flat panel display [e.g. "
